idx,name_ko,recommendation
109,징거브레드 리미티드 에디션,"[{'id': 37, 'title': '키아로'}, {'id': 140, 'title': '볼테소'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 2, 'title': '부케엘라 카 에티오피아'}, {'id': 59, 'title': '카자아르'}, {'id': 33, 'title': '케이프타운 엔비보 롱고'}, {'id': 27, 'title': '디카페인 아르페지오'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 46, 'title': '필터 스타일 인텐스'}]"
110,골든 캐러멜,"[{'id': 59, 'title': '카자아르'}, {'id': 50, 'title': '갈라파고스 스페셜 리저브'}, {'id': 96, 'title': '아론디오'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 68, 'title': '노치올라'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 34, 'title': '카프리치오'}, {'id': 87, 'title': '바닐라 에클레어'}, {'id': 88, 'title': '베네치아'}]"
111,하프-카페이나토,"[{'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 36, 'title': '카라멜로'}, {'id': 98, 'title': '비앙코 포르테'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 89, 'title': '비엔나 리니지오 롱고'}, {'id': 62, 'title': '리반토'}, {'id': 94, 'title': '알토 암브라토'}, {'id': 53, 'title': '일 카페'}, {'id': 52, 'title': '온두로스'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}]"
112,하와이 코나 리미티드 에디션,"[{'id': 70, 'title': '파푸아뉴기니'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 26, 'title': '아르페지오'}, {'id': 75, 'title': '리스트레또'}, {'id': 62, 'title': '리반토'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 89, 'title': '비엔나 리니지오 롱고'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
113,헤이즐리노 머핀,"[{'id': 14, 'title': '인피니트 에스프레소'}, {'id': 3, 'title': '카페 이스탄불'}, {'id': 26, 'title': '아르페지오'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 89, 'title': '비엔나 리니지오 롱고'}, {'id': 88, 'title': '베네치아'}, {'id': 95, 'title': '알토 오니체'}, {'id': 63, 'title': '마이애미'}, {'id': 34, 'title': '카프리치오'}]"
114,아이스 포르테,"[{'id': 99, 'title': '비앙코 피콜로'}, {'id': 95, 'title': '알토 오니체'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 43, 'title': '코지'}, {'id': 1, 'title': '아마레티'}, {'id': 15, 'title': '인피니트 후루티 라즈베리'}, {'id': 51, 'title': '하와이 코나'}, {'id': 64, 'title': '밀라노 인텐소'}, {'id': 24, 'title': '에이지드 수마트라'}]"
115,아이스 레제로,"[{'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 62, 'title': '리반토'}, {'id': 51, 'title': '하와이 코나'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 78, 'title': '스쿠로'}, {'id': 68, 'title': '노치올라'}, {'id': 107, 'title': '포르타도'}, {'id': 116, 'title': '이니지오'}, {'id': 52, 'title': '온두로스'}, {'id': 144, 'title': '디카페나토'}]"
116,이니지오,"[{'id': 127, 'title': '푸어오버 스타일 인텐소'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 142, 'title': '아플로라지오'}, {'id': 92, 'title': '알티시오'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 91, 'title': '디카페인 볼루토'}, {'id': 67, 'title': '나폴리'}, {'id': 71, 'title': '파리 에스프레소'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}]"
117,인텐소 (커피),"[{'id': 18, 'title': '파리 블랙'}, {'id': 36, 'title': '카라멜로'}, {'id': 72, 'title': '페루 오가닉'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 124, 'title': '오다시오'}, {'id': 122, 'title': '멕시코'}, {'id': 131, 'title': '로스트 헤이즐넛'}, {'id': 4, 'title': '카라멜리또'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}, {'id': 140, 'title': '볼테소'}]"
118,자마이카 블루 마운틴 리미티드 에디션,"[{'id': 103, 'title': '디아볼리토'}, {'id': 37, 'title': '키아로'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 12, 'title': '포르티시오 롱고'}, {'id': 67, 'title': '나폴리'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 135, 'title': '스위트 바닐라'}]"
119,멜로지오,"[{'id': 86, 'title': '바닐라'}, {'id': 62, 'title': '리반토'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 66, 'title': '니카라과'}, {'id': 44, 'title': '에스페란사 데 콜롬비아'}, {'id': 28, 'title': '브라질 오가닉'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 34, 'title': '카프리치오'}, {'id': 110, 'title': '골든 캐러멜'}]"
120,멜로지오 부스트,"[{'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 37, 'title': '키아로'}, {'id': 40, 'title': '코코넛 플레이버 오버 아이스'}, {'id': 56, 'title': '이스탄불 에스프레소'}, {'id': 62, 'title': '리반토'}, {'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 79, 'title': '상하이 롱고'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 15, 'title': '인피니트 후루티 라즈베리'}]"
121,디카페인 멜로지오,"[{'id': 134, 'title': '솔레리오'}, {'id': 93, 'title': '디카페인 알티시오'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 131, 'title': '로스트 헤이즐넛'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 67, 'title': '나폴리'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 152, 'title': '디카페나토 온투오소'}]"
122,멕시코,"[{'id': 43, 'title': '코지'}, {'id': 64, 'title': '밀라노 인텐소'}, {'id': 107, 'title': '포르타도'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 142, 'title': '아플로라지오'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 26, 'title': '아르페지오'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}]"
123,니카라과 라 쿰플리다,"[{'id': 94, 'title': '알토 암브라토'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 107, 'title': '포르타도'}, {'id': 146, 'title': '엘바조'}, {'id': 92, 'title': '알티시오'}, {'id': 75, 'title': '리스트레또'}, {'id': 135, 'title': '스위트 바닐라'}, {'id': 45, 'title': '에티오피아'}, {'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 57, 'title': '재마이카 블루 마운틴'}]"
124,오다시오,"[{'id': 7, 'title': '브라질 둘세오'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 72, 'title': '페루 오가닉'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 87, 'title': '바닐라 에클레어'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 140, 'title': '볼테소'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 13, 'title': '인드리야'}, {'id': 102, 'title': '코스타리카'}]"
125,오라푸리오,"[{'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 78, 'title': '스쿠로'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 133, 'title': '스토미오 부스트'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 142, 'title': '아플로라지오'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 66, 'title': '니카라과'}]"
126,페퍼민트 핀휠 리미티드 에디션,"[{'id': 11, 'title': '포레스트 프룻'}, {'id': 86, 'title': '바닐라'}, {'id': 145, 'title': '돌체'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 79, 'title': '상하이 롱고'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 12, 'title': '포르티시오 롱고'}, {'id': 52, 'title': '온두로스'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}]"
127,푸어오버 스타일 인텐소,"[{'id': 50, 'title': '갈라파고스 스페셜 리저브'}, {'id': 116, 'title': '이니지오'}, {'id': 47, 'title': '필터 스타일 밀드'}, {'id': 101, 'title': '초콜릿 퍼지'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 6, 'title': '다르칸'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 56, 'title': '이스탄불 에스프레소'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 59, 'title': '카자아르'}]"
128,푸어오버 스타일 밀드,"[{'id': 26, 'title': '아르페지오'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 78, 'title': '스쿠로'}, {'id': 84, 'title': '트리부트 투 트리에스테'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 38, 'title': '초콜라티노'}, {'id': 134, 'title': '솔레리오'}]"
129,펌킨 스파이스 케이크 리미티드 에디션,"[{'id': 10, 'title': '포레스트 블랙'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 150, 'title': '인텐소 (알토)'}, {'id': 36, 'title': '카라멜로'}, {'id': 145, 'title': '돌체'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 62, 'title': '리반토'}, {'id': 90, 'title': '볼루토'}, {'id': 132, 'title': '스토미오'}, {'id': 34, 'title': '카프리치오'}]"
130,리치 초콜렛,"[{'id': 34, 'title': '카프리치오'}, {'id': 136, 'title': '토칸토'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 145, 'title': '돌체'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 96, 'title': '아론디오'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 85, 'title': '우무티마와 호수 키부 르완다'}, {'id': 46, 'title': '필터 스타일 인텐스'}]"
131,로스트 헤이즐넛,"[{'id': 22, 'title': '비발토 롱고'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 114, 'title': '아이스 포르테'}, {'id': 77, 'title': '로마'}, {'id': 90, 'title': '볼루토'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}]"
132,스토미오,"[{'id': 59, 'title': '카자아르'}, {'id': 43, 'title': '코지'}, {'id': 134, 'title': '솔레리오'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 63, 'title': '마이애미'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 91, 'title': '디카페인 볼루토'}, {'id': 18, 'title': '파리 블랙'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 104, 'title': '더블 에스프레소 챠로'}]"
133,스토미오 부스트,"[{'id': 55, 'title': '인도네시아'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 28, 'title': '브라질 오가닉'}, {'id': 54, 'title': '인디아'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 88, 'title': '베네치아'}, {'id': 87, 'title': '바닐라 에클레어'}, {'id': 147, 'title': '포레스트 푸르트'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
134,솔레리오,"[{'id': 121, 'title': '디카페인 멜로지오'}, {'id': 84, 'title': '트리부트 투 트리에스테'}, {'id': 88, 'title': '베네치아'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 132, 'title': '스토미오'}, {'id': 67, 'title': '나폴리'}, {'id': 38, 'title': '초콜라티노'}, {'id': 92, 'title': '알티시오'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 13, 'title': '인드리야'}]"
135,스위트 바닐라,"[{'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 140, 'title': '볼테소'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 85, 'title': '우무티마와 호수 키부 르완다'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 95, 'title': '알토 오니체'}, {'id': 26, 'title': '아르페지오'}, {'id': 54, 'title': '인디아'}]"
136,토칸토,"[{'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 130, 'title': '리치 초콜렛'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 134, 'title': '솔레리오'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 13, 'title': '인드리야'}]"
137,트로피컬 코코넛 오버 아이스,"[{'id': 136, 'title': '토칸토'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 114, 'title': '아이스 포르테'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 75, 'title': '리스트레또'}, {'id': 28, 'title': '브라질 오가닉'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 13, 'title': '인드리야'}]"
138,바닐라 커스터드 파이,"[{'id': 7, 'title': '브라질 둘세오'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 27, 'title': '디카페인 아르페지오'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 33, 'title': '케이프타운 엔비보 롱고'}]"
139,비비다 B12,"[{'id': 145, 'title': '돌체'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 51, 'title': '하와이 코나'}, {'id': 67, 'title': '나폴리'}, {'id': 92, 'title': '알티시오'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 132, 'title': '스토미오'}, {'id': 43, 'title': '코지'}, {'id': 102, 'title': '코스타리카'}, {'id': 39, 'title': '코코아 트러플'}]"
140,볼테소,"[{'id': 107, 'title': '포르타도'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 124, 'title': '오다시오'}, {'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 135, 'title': '스위트 바닐라'}, {'id': 68, 'title': '노치올라'}, {'id': 36, 'title': '카라멜로'}]"
141,위스키 에센스,"[{'id': 49, 'title': '프레도 인텐소'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 94, 'title': '알토 암브라토'}, {'id': 81, 'title': '타무카 무 짐바브웨'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 46, 'title': '필터 스타일 인텐스'}, {'id': 127, 'title': '푸어오버 스타일 인텐소'}, {'id': 34, 'title': '카프리치오'}]"
142,아플로라지오,"[{'id': 10, 'title': '포레스트 블랙'}, {'id': 116, 'title': '이니지오'}, {'id': 122, 'title': '멕시코'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 42, 'title': '코르토'}, {'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 68, 'title': '노치올라'}, {'id': 84, 'title': '트리부트 투 트리에스테'}, {'id': 135, 'title': '스위트 바닐라'}, {'id': 151, 'title': '디카페나토 인텐소'}]"
143,비안코 레게로,"[{'id': 9, 'title': '포레스트 아몬드 플레이버'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 102, 'title': '코스타리카'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 85, 'title': '우무티마와 호수 키부 르완다'}, {'id': 16, 'title': '인피니트 고메 헤이즐넛'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 44, 'title': '에스페란사 데 콜롬비아'}]"
144,디카페나토,"[{'id': 28, 'title': '브라질 오가닉'}, {'id': 21, 'title': '바닐리오'}, {'id': 145, 'title': '돌체'}, {'id': 4, 'title': '카라멜리또'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 66, 'title': '니카라과'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 6, 'title': '다르칸'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}]"
145,돌체,"[{'id': 139, 'title': '비비다 B12'}, {'id': 4, 'title': '카라멜리또'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 68, 'title': '노치올라'}, {'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 144, 'title': '디카페나토'}, {'id': 130, 'title': '리치 초콜렛'}, {'id': 148, 'title': '지오르니오'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 102, 'title': '코스타리카'}]"
146,엘바조,"[{'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 55, 'title': '인도네시아'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 45, 'title': '에티오피아'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 141, 'title': '위스키 에센스'}]"
147,포레스트 푸르트,"[{'id': 86, 'title': '바닐라'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 6, 'title': '다르칸'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 107, 'title': '포르타도'}, {'id': 75, 'title': '리스트레또'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 133, 'title': '스토미오 부스트'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 33, 'title': '케이프타운 엔비보 롱고'}]"
148,지오르니오,"[{'id': 152, 'title': '디카페나토 온투오소'}, {'id': 71, 'title': '파리 에스프레소'}, {'id': 79, 'title': '상하이 롱고'}, {'id': 81, 'title': '타무카 무 짐바브웨'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 145, 'title': '돌체'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 36, 'title': '카라멜로'}]"
149,인피니티 더블 에스프레소,"[{'id': 41, 'title': '콜롬비아'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 43, 'title': '코지'}, {'id': 37, 'title': '키아로'}, {'id': 107, 'title': '포르타도'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 134, 'title': '솔레리오'}, {'id': 53, 'title': '일 카페'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 75, 'title': '리스트레또'}]"
150,인텐소 (알토),"[{'id': 78, 'title': '스쿠로'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 86, 'title': '바닐라'}, {'id': 90, 'title': '볼루토'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}]"
151,디카페나토 인텐소,"[{'id': 62, 'title': '리반토'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 103, 'title': '디아볼리토'}, {'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 1, 'title': '아마레티'}, {'id': 79, 'title': '상하이 롱고'}, {'id': 6, 'title': '다르칸'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 140, 'title': '볼테소'}]"
152,디카페나토 온투오소,"[{'id': 148, 'title': '지오르니오'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 89, 'title': '비엔나 리니지오 롱고'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 81, 'title': '타무카 무 짐바브웨'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 77, 'title': '로마'}]"
